,degree,eigenvector,closeness,pagerank,betweenness,hubscore,authorities,radiality,clusterrank,dmnc,lobby,leverage,subgraph,topologicalcoeff,eccentricity,geodkpath,stress,informationcent,localbridge,,,,,,
8488,0.117647059,0.016580586,0.562145667,0.02984731,0.076609232,0.011473215,0.000229795,0.752778626,0,0.095238095,0.421052632,0.6387413,4.78E-06,0.068222854,0.25,0.193869613,0,0.49893982,0.000299024,,,,,,
8489,0.137254902,0.020742936,0.598276332,0.060975118,0.119252367,0.002956564,0.000398454,0.779448739,0.106870229,0.111111111,0.526315789,0.656247394,1.18E-05,0.05908173,0.25,0.249727711,0,0.203466237,0.00019965,,,,,,
8490,0.12745098,0.022987168,0.600464931,0.048718199,0.063776087,0.009116481,0.000475396,0.781305073,0,0.103174603,0.473684211,0.630186349,2.66E-05,0.061307925,0.25,0.258440952,0,0.385814158,0.000290167,,,,,,
8491,0.107843137,0.011652761,0.545552522,0.034319778,0.028168644,0.002351314,0.000212806,0.738397913,0,0.087301587,0.368421053,0.638764768,1.53E-05,0.072853953,0.5,0.183756029,0,0.203466237,0.000312534,,,,,,
8492,0.098039216,0.011528761,0.558799181,0.016886968,0.018908293,0.003771425,1.04E-05,0.749935381,0,0.079365079,0.315789474,0.622128933,1.23E-05,0.081375648,0.25,0.203360822,0.253526464,0.847989124,0.00029326,,,,,,
8494,0.009803922,0.002754069,0.367158048,0.008437968,0.003737136,0.001111181,0.000193281,0.578518223,0,0.007936508,0.052631579,0.148754448,6.19E-06,0.494283975,0.5,0.042321456,0.048582036,0.777072253,0.028917566,,,,,,
8496,0.009803922,0.001469448,0.348273354,0.008437968,0.004015579,2.03E-05,0.000193281,0.55776958,0,0.007936508,0.052631579,0.148754448,8.93E-06,0.494283975,0.5,0.034852964,0.093576997,0.82379429,0.028917566,,,,,,
8500,0.098039216,0.028390713,0.577424683,0.009149772,0.013964764,0.007207302,0.000106352,0.765232512,0,0.079365079,0.473684211,0.56169561,1.40E-05,0.080516317,0.25,0.229967325,0.192602068,0.891966973,0.000713852,,,,,,
8507,0.107843137,0.025592044,0.599853286,0.019255797,0.019332056,0.004954788,0.000104584,0.781258077,0,0.087301587,0.473684211,0.537518442,1.02E-05,0.075195231,0.25,0.259063327,0.149447023,0.883987967,0.000754847,,,,,,
8511,0.117647059,0.017255733,0.579276575,0.025523147,0.022825302,0.01164575,0.000268503,0.765420495,0,0.095238095,0.421052632,0.616630914,3.00E-06,0.06759565,0.25,0.228411389,0,0.577982513,0.000485071,,,,,,
8513,0.107843137,0.044805498,0.616543325,0.021515258,0.023614826,0.073012087,0.000143324,0.792654557,0,0.087301587,0.421052632,0.532064337,4.07E-06,0.074298856,0.25,0.286447798,0,0.575725592,0.000720256,,,,,,
8514,0.009803922,0.00158628,0.351492061,0.012356768,0.001221425,0.000109996,9.59E-05,0.562187184,0,0.007936508,0.052631579,0.159657069,7.37E-08,0.494283975,0.5,0.033919403,0,0.386169519,0.026587102,,,,,,
8516,0.107843137,0.016437959,0.575174314,0.02895115,0.049109038,0.003629011,0.000108808,0.763070705,0,0.087301587,0.421052632,0.568433051,1.55E-05,0.0761723,0.25,0.216119496,0,0.19103214,0.000662966,,,,,,
8517,0.098039216,0.010704024,0.549616026,0.012356768,0.085966996,0.002557801,9.59E-05,0.741687619,0,0.079365079,0.421052632,0.552041879,3.26E-05,0.080516317,0.5,0.186556714,0.033866388,0.902061555,0.000700714,,,,,,
8520,0.117647059,0.018221585,0.578475986,0.03082476,0.032217356,0.004094551,0.000607831,0.765068026,0,0.095238095,0.421052632,0.653725563,1.59E-06,0.066370415,0.25,0.228566983,0,0.185423969,0.000238428,,,,,,
8523,0.009803922,0.00191082,0.336844069,0.183632084,0.036932303,3.49E-05,1.36E-16,0.546937049,0,0.007936508,0.052631579,0.221962379,7.94E-06,0.494283975,0.5,0.028006846,0.086082405,0.819547331,0.017523209,,,,,,
8527,0.107843137,0.02978688,0.577401671,0.022949144,0.040238295,0.007244089,0.000141703,0.764833047,0,0.087301587,0.368421053,0.612721621,1.49E-05,0.075111614,0.25,0.232301229,0,0.378275368,0.000471112,,,,,,
8528,0.117647059,0.024827166,0.568183392,0.028534993,0.01778451,0.006496532,0.00018881,0.756749771,0,0.095238095,0.421052632,0.660449844,3.33E-06,0.068531594,0.25,0.221098491,0.037156735,0.824418932,0.000372235,,,,,,
8529,0.009803922,0.002265646,0.363522091,0.011418076,7.13E-05,0.000198298,2.23E-05,0.575275513,0,0.007936508,0.052631579,0.164283403,0,0.494283975,0.5,0.04076552,0,0.747059969,0.025810014,,,,,,
8530,0.098039216,0.020289862,0.602327723,0.011418076,0.019025221,0.011106418,2.23E-05,0.783184905,0,0.079365079,0.368421053,0.54247372,2.52E-06,0.081767316,0.25,0.264975883,0,0.68623752,0.000586909,,,,,,
8532,0.019607843,0.004478906,0.41751037,0.022350574,0.007924995,0.000248634,0.000214944,0.628780224,0,0.015873016,0.105263158,0.203340411,3.26E-06,0.325711966,0.5,0.063948965,0,0.677161173,0.013519538,,,,,,
8535,0.098039216,0.019648698,0.562969269,0.011912188,0.093331523,0.009595942,3.50E-05,0.753577555,0,0.079365079,0.421052632,0.613146395,1.12E-05,0.080516317,0.25,0.204138789,0.11664685,0.8463255,0.00027931,,,,,,
8536,0.117647059,0.027023292,0.590138424,0.058338633,0.112986407,0.003375966,0.000334243,0.773550767,0,0.095238095,0.473684211,0.589564118,1.47E-06,0.070288524,0.25,0.245215497,0.108419136,0.859112645,0.000528154,,,,,,
8537,0.12745098,0.016845109,0.589492865,0.132340721,0.060981172,0.00197997,0.001152955,0.77296332,0,0.103174603,0.473684211,0.618046141,2.74E-06,0.062372343,0.25,0.239925315,0.045929941,0.762524072,0.00049137,,,,,,
8540,0.107843137,0.020964351,0.600010739,0.019456368,0.025464942,0.007607307,0.00419941,0.78123458,0,0.087301587,0.473684211,0.550717778,9.30E-06,0.075116665,0.25,0.25921892,0.032967774,0.761215168,0.000638888,,,,,,
8545,0.147058824,0.023630534,0.632145726,0.056731401,0.073389754,0.003272634,0.002357359,0.802970134,0,0.119047619,0.578947368,0.608992105,2.19E-05,0.052109989,0.25,0.306363778,0,0.717658948,0.000442664,,,,,,
8546,0.068627451,0.004890126,0.461638446,0.121078086,0.109559505,6.23E-05,0.000247889,0.668891134,0,0.055555556,0.210526316,0.616139994,4.49E-06,0.114996955,0.25,0.093978528,0,0.495294683,0.000657291,,,,,,
8551,0.029411765,0.00515085,0.450229145,0.030671222,0.004919641,0.000205334,0.000334828,0.658716545,0,0.023809524,0.157894737,0.241701632,1.29E-06,0.241425962,0.25,0.085420881,0.457970199,0.638990993,0.008187303,,,,,,
8552,0.107843137,0.210683577,0.693740206,0.029095277,0.036228677,0.520540699,0.000273034,0.842846065,0,0.087301587,0.578947368,0.306468447,9.50E-06,0.092829249,0.25,0.412167419,0.007474038,0.379009326,0.001819815,,,,,,
8557,0.107843137,0.013451947,0.563796503,0.053794137,0.070449189,0.001652208,4.58E-05,0.753248584,0,0.087301587,0.368421053,0.603195238,2.14E-05,0.075617429,0.25,0.201960479,0,0.637107424,0.000485813,,,,,,
8558,0.107843137,0.014088703,0.563651162,0.018884454,0.027300916,0.004034474,0.000106871,0.754822943,0,0.087301587,0.368421053,0.643287929,4.21E-06,0.073627219,0.25,0.203672009,0,0.788987725,0.000313548,,,,,,
8559,0.156862745,0.060590677,0.646326203,0.075246338,0.114136977,0.007700974,0.030592286,0.81295674,0.108396947,0.126984127,0.578947368,0.650673989,8.68E-06,0.055666219,0.25,0.348218453,0,0.181827958,0.00020832,,,,,,
8564,0.147058824,0.032132928,0.637631153,0.063758605,0.075755191,0.004597216,0.012743797,0.807575722,0,0.119047619,0.473684211,0.679208121,1.23E-06,0.053127442,0.25,0.320056014,0,0.578607862,0.000259881,,,,,,
8566,0.098039216,0.012513437,0.508224003,0.011535914,0.048827236,0.001272788,0.000433211,0.70961299,0,0.079365079,0.263157895,0.745999814,3.21E-06,0.080516317,0.25,0.140812199,0,0.37174071,0.000174183,,,,,,
8567,0.098039216,0.016697024,0.575352357,0.009169496,0.019775285,0.004324245,0.000188224,0.76278873,0,0.079365079,0.421052632,0.556247321,1.05E-05,0.081295541,0.5,0.226233079,0,0.611808069,0.000625357,,,,,,
8568,0.12745098,0.084386126,0.651979984,0.055475721,0.044560461,0.178880246,0.000593799,0.815799986,0,0.103174603,0.526315789,0.518688983,2.46E-06,0.063602483,0.25,0.33592656,0,0.749664135,0.00055023,,,,,,
8572,0.098039216,0.017176237,0.546574757,0.009402762,0.035094081,0.005149311,0.000198386,0.740982682,0.080916031,0.079365079,0.315789474,0.597815942,1.48E-05,0.083360081,0.25,0.184067216,0,0.544776901,0.000646197,,,,,,
8573,0.058823529,0.008574721,0.503817735,0.019232859,0.037368441,0.001774735,0.000234317,0.705641845,0.281679389,0.047619048,0.315789474,0.385681033,2.14E-05,0.139701474,0.25,0.132876925,0.142666578,0.868612232,0.002385352,,,,,,
8574,0.088235294,0.012872976,0.551492142,0.011688928,0.005061559,0.004994005,0.00012911,0.745282797,0,0.071428571,0.315789474,0.575398315,2.55E-06,0.091886277,0.25,0.193247238,0,0.191871595,0.000744024,,,,,,
8577,0.058823529,0.006741353,0.488753098,0.16141213,0.062901286,0.001462908,0.000452293,0.69318796,0,0.047619048,0.210526316,0.490422967,1.21E-06,0.133058242,0.25,0.118406722,0.015640087,0.783243319,0.001411309,,,,,,
8581,0.078431373,0.005991101,0.446916572,0.130621837,0.055287114,0.000476628,0.001958772,0.654815894,0,0.063492063,0.210526316,0.695060362,7.49E-06,0.103242785,0.25,0.085576474,0.001245409,0.813508501,0.000361844,,,,,,
8585,0.12745098,0.018423655,0.613964726,0.037496085,0.038562108,0.006997754,0.000714491,0.791691144,0,0.103174603,0.473684211,0.604778942,1.59E-05,0.060813096,0.25,0.277267777,0,0.574689785,0.000470993,,,,,,
8586,0.117647059,0.011766207,0.572239628,0.028919908,0.027521526,0.004047856,0.00035249,0.759593016,0,0.095238095,0.473684211,0.624076812,2.28E-05,0.06815215,0.25,0.213629998,0,0.750580512,0.000389076,,,,,,
8587,0.117647059,0.014598852,0.565282619,0.031887016,0.04329068,0.00333283,0.000569757,0.755621872,0,0.095238095,0.421052632,0.653705886,1.05E-05,0.066370415,0.25,0.198381827,0,0.773565332,0.000342058,,,,,,
8589,0.058823529,0.011918927,0.491834336,0.020925497,0.01219827,0.000267526,0.000249804,0.695796226,0,0.047619048,0.263157895,0.500031217,1.82E-07,0.133058242,0.25,0.124941652,0,0.202164604,0.001232849,,,,,,
8590,0.117647059,0.010126181,0.538608836,0.244707272,0.050556845,0.003222272,9.20E-05,0.733768828,0,0.095238095,0.368421053,0.682990679,2.19E-06,0.067148439,0.25,0.170841761,0,0.684661065,0.000333151,,,,,,
8592,0.009803922,0.002063509,0.342434868,0.011097629,0.001625156,0.000647276,0.000147431,0.552083089,0,0.007936508,0.052631579,0.243772242,0,0.494283975,0.5,0.030963124,0,0.751609112,0.015096008,,,,,,
8595,0.009803922,0.001829493,0.349734035,0.009523575,0.009175154,3.10E-16,3.12E-05,0.56044834,0,0.007936508,0.052631579,0.154041688,5.42E-06,0.494283975,0.25,0.033763809,0,0.747998332,0.027853467,,,,,,
8597,0.009803922,0.001295284,0.334042007,0.028501525,0.002545574,0.000294356,8.42E-05,0.542213972,0,0.007936508,0.052631579,0.203457041,4.88E-06,0.494283975,0.5,0.031118718,0.093241796,0.799763553,0.018988909,,,,,,
8600,0.107843137,0.021147945,0.595359814,0.033666227,0.057911726,0.012836495,0.00061107,0.778038866,0,0.087301587,0.421052632,0.576436172,1.26E-05,0.074084406,0.25,0.254395519,0.145666523,0.850883819,0.00049419,,,,,,
8604,0.098039216,0.017580697,0.539786102,0.015460995,0.085559411,0.003076094,0.000204512,0.73463825,0,0.079365079,0.315789474,0.655525792,1.59E-05,0.081505009,0.25,0.181110938,0,0.383392898,0.000294663,,,,,,
8611,0.088235294,0.040640595,0.571089009,0.011531068,0.137223344,0.001664428,0.000119379,0.759099561,0,0.071428571,0.473684211,0.503933158,2.23E-05,0.095178354,0.5,0.229344951,0.725099717,0.871162108,0.000825912,,,,,,
8616,0.107843137,0.029240957,0.601278843,0.022016916,0.039768385,0.005276608,0.000166629,0.782150997,0,0.087301587,0.473684211,0.541417545,2.52E-05,0.074550987,0,0.26310876,0.113906738,0.836479155,0.00070243,,,,,,
8617,0.098039216,0.045056389,0.606357314,0.013555863,0.029211616,0.019274506,8.70E-05,0.784594779,0.271755725,0.079365079,0.526315789,0.379810042,2.17E-05,0.110090354,0.25,0.276956589,0,0.19841458,0.001573632,,,,,,
8618,0.098039216,0.031812389,0.539375512,0.008917048,0.017459492,0.065185203,0.000120543,0.735319689,0,0.079365079,0.263157895,0.668613238,9.64E-06,0.080516317,0.25,0.16601836,0.238454533,0.868166104,0.000399697,,,,,,
8619,0.117647059,0.018578352,0.581667441,0.101280581,0.034830186,0.004405069,0.000198635,0.766947858,0.091603053,0.095238095,0.473684211,0.617687634,2.14E-05,0.067497987,0.25,0.231678855,0,0.744872537,0.000365226,,,,,,
8621,0.098039216,0.01609964,0.566776002,0.011826293,0.112800655,0.011374061,0.00010443,0.756773269,0.091603053,0.079365079,0.368421053,0.559847709,6.18E-05,0.082011413,0.25,0.206628287,0,0.639338069,0.000667684,,,,,,
8624,0.117647059,0.019648575,0.555882663,0.026199143,0.056015101,0.001070645,0.000265657,0.746786663,0,0.095238095,0.421052632,0.663472592,5.48E-06,0.066370415,0.25,0.199315388,0,0.576601335,0.00029101,,,,,,
8625,0.166666667,0.044754453,0.649356572,0.083268047,0.121970111,0.052028023,0.003417069,0.814766078,0,0.134920635,0.526315789,0.64540221,1.84E-05,0.046506773,0.25,0.32985841,0.284663281,0.893538905,0.000315013,,,,,,
8628,0.107843137,0.142567741,0.686958818,0.018639038,0.02897926,0.30672957,0.000151738,0.839462368,0,0.087301587,0.526315789,0.367486347,5.89E-07,0.083556938,0.25,0.400186712,0,0.638079232,0.001270865,,,,,,
8632,0.107843137,0.017654826,0.5875138,0.026824724,0.021775875,0.007794399,0.000131703,0.771835421,0,0.087301587,0.473684211,0.586340486,2.36E-05,0.074160713,0.25,0.243659561,0,0.501679923,0.000553643,,,,,,
8634,0.107843137,0.015814154,0.560269552,0.025398417,0.122772999,0.001400882,0.00025628,0.750969288,0,0.087301587,0.421052632,0.604372286,8.20E-06,0.073586875,0.25,0.199782169,0.144397397,0.851190639,0.000542496,,,,,,
8641,0.117647059,0.023935578,0.546867862,0.102494859,0.053298974,0.004302341,0.000238471,0.739878281,0,0.095238095,0.368421053,0.719513888,8.27E-06,0.066370415,0.25,0.19246927,0,0.382499938,0.000182558,,,,,,
8642,0.117647059,0.030277949,0.607122779,0.027905887,0.041847818,0.005560154,0.002089644,0.786615598,0,0.095238095,0.473684211,0.59908569,9.90E-06,0.068074118,0.25,0.278356932,0.096400382,0.818364222,0.000511185,,,,,,
8644,0.098039216,0.015165132,0.588878798,0.01051673,0.014934226,0.005576428,0.001804432,0.773785746,0,0.079365079,0.421052632,0.541078192,1.72E-05,0.081218213,0.25,0.240392096,0.11884832,0.760220719,0.000624145,,,,,,
8647,0.107843137,0.012931242,0.548326121,0.017900725,0.075148646,0.002916177,0.000284845,0.741781611,0,0.087301587,0.368421053,0.648234678,1.03E-05,0.072853953,0.5,0.181577719,0.112927487,0.834654708,0.00037498,,,,,,
8649,0.098039216,0.013749091,0.527232237,0.017136518,0.044164148,0.003570696,9.53E-06,0.725004112,0,0.079365079,0.315789474,0.686075979,6.01E-06,0.080516317,0.25,0.160572584,0,0.20378906,0.00021618,,,,,,
8654,0.098039216,0.010542125,0.477749542,0.008883757,0.025904889,0.013217354,4.99E-05,0.68167399,0,0.079365079,0.263157895,0.759614272,8.86E-07,0.080516317,0.25,0.109693481,0.049353104,0.836181152,0.000169308,,,,,,
8656,0.107843137,0.04076261,0.604793683,0.018484838,0.032653119,0.003269115,0.000314889,0.784406796,0.106870229,0.087301587,0.473684211,0.555917043,2.05E-05,0.078272339,0.25,0.278201338,0,0.185449464,0.000522787,,,,,,
8657,0.098039216,0.006831176,0.490139897,0.009202789,0.010362889,0.002104013,6.49E-05,0.692553516,0,0.079365079,0.315789474,0.700911401,6.54E-06,0.081829865,0.25,0.124630465,0.01674741,0.794779795,0.00029853,,,,,,
8658,0.009803922,0.000983216,0.30097623,0.009202789,0.000291943,2.33E-05,6.49E-05,0.504570341,0,0.007936508,0.052631579,0.346212506,0,0.494283975,0.5,0.019138012,0,0.185449464,0.008315258,,,,,,
8660,0.107843137,0.020807973,0.597885121,0.036761061,0.113620322,0.005914911,0.000378125,0.780435651,0,0.087301587,0.526315789,0.549055637,4.07E-06,0.074008556,0.25,0.250816866,0,0.485156293,0.00043616,,,,,,
8661,0.009803922,0.004987935,0.411498686,0.010838307,0.005615204,0.000366474,0.000209788,0.623493197,0,0.007936508,0.052631579,0.117156771,3.42E-06,0.494283975,0.5,0.062393029,0.068990834,0.851872505,0.037262699,,,,,,
8663,0.117647059,0.013593601,0.57628012,0.025911167,0.025051006,0.003536621,0.000417184,0.764527575,0,0.095238095,0.473684211,0.651639795,1.93E-06,0.07039468,0.25,0.216275089,0.153070991,0.86663317,0.000271317,,,,,,
8665,0.009803922,0.002338407,0.315772592,0.010565141,0.006182709,3.10E-16,4.49E-05,0.522687219,0,0.007936508,0.052631579,0.433451957,0,0.494283975,0.5,0.021471915,0.067644758,0.846087343,0.004501086,,,,,,
8666,0.107843137,0.03429689,0.58981625,0.031545785,0.02460645,0.061345839,0.000148913,0.77385624,0.073282443,0.087301587,0.421052632,0.581686779,4.36E-06,0.075801016,0.25,0.240236502,0,0.579397756,0.000590248,,,,,,
8667,0.019607843,0.004879247,0.433054634,0.008297316,0.000790944,0.001222848,3.16E-05,0.642831967,0,0.015873016,0.105263158,0.191052364,1.69E-06,0.325711966,0.25,0.079041543,0,0.379644728,0.014190937,,,,,,
8668,0.019607843,0.001968033,0.328083009,0.008297316,0.006190049,0.000233601,3.16E-05,0.535916535,0,0.015873016,0.105263158,0.469581427,0,0.325711966,0.5,0.024428194,0,0.192065539,0.002566845,,,,,,
8669,0.098039216,0.024078351,0.556357445,0.008297316,0.03199513,0.00079028,3.16E-05,0.748408017,0.120610687,0.079365079,0.421052632,0.609835166,3.25E-06,0.082234978,0.25,0.195736736,0,0.497359684,0.000296388,,,,,,
8670,0.117647059,0.01446269,0.540413492,0.032120717,0.061100622,0.004144426,0.001746341,0.735131706,0,0.095238095,0.368421053,0.714232973,5.09E-06,0.066370415,0.25,0.172553291,0.038652491,0.778221563,0.000193072,,,,,,
8671,0.009803922,0.004118865,0.413082302,0.008297316,0.000754707,0.001561516,0.000128271,0.623728176,0,0.007936508,0.052631579,0.109430605,9.91E-07,0.494283975,0.25,0.065660495,0,0.381681445,0.039065435,,,,,,
8673,0.117647059,0.034518851,0.619597917,0.036996155,0.117787123,0.014830967,0.000315419,0.794534389,0,0.095238095,0.526315789,0.549457043,1.85E-05,0.067259586,0.25,0.292827136,0,0.383685038,0.000585195,,,,,,
8675,0.12745098,0.040835479,0.617704845,0.046207445,0.173745922,0.007134093,0.007338422,0.793641469,0.090076336,0.103174603,0.526315789,0.601954485,4.45E-06,0.063189581,0.25,0.297028162,0.188684536,0.864199842,0.000508177,,,,,,
8676,0.107843137,0.021937656,0.591557925,0.019968968,0.200151532,0.011387339,0.000143348,0.775242616,0,0.087301587,0.473684211,0.549204526,9.96E-06,0.07407549,0.25,0.243815155,0,0.721304778,0.000703268,,,,,,
8677,0.107843137,0.015417741,0.579671419,0.022713934,0.037234489,0.002908993,0.000194467,0.765396997,0,0.087301587,0.473684211,0.557265348,3.48E-06,0.073451726,0.25,0.226544266,0,0.577166014,0.000605228,,,,,,
8678,0.009803922,0.002147811,0.380512502,0.013603387,0.002780081,4.27E-05,0.000128059,0.592381982,0,0.007936508,0.052631579,0.128658154,2.28E-06,0.494283975,0.5,0.044188579,0.001354508,0.491647755,0.033800862,,,,,,
8685,0.12745098,0.020089156,0.528973912,0.052392782,0.046057329,0.001165311,0.010179001,0.725568062,0,0.103174603,0.315789474,0.771778156,4.17E-07,0.065272673,0.25,0.163684456,0,0.202561273,0.000162523,,,,,,
8686,0.098039216,0.055838451,0.61180035,0.025901726,0.105323476,0.095065381,0.000205216,0.788988885,0.119083969,0.079365079,0.421052632,0.489213404,2.77E-05,0.083615701,0,0.281935584,0,0.679910816,0.000898926,,,,,,
8689,0.009803922,0.003268396,0.347170576,0.014207067,4.43E-05,0.00027208,0.000177749,0.557017647,0,0.007936508,0.052631579,0.169570643,0,0.494283975,0.5,0.032207873,0.119517142,0.810465752,0.024958918,,,,,,
8690,0.107843137,0.015453108,0.562152934,0.019326662,0.018133495,0.003745532,0.000136067,0.752097187,0.088549618,0.087301587,0.368421053,0.6221872,2.93E-06,0.074332655,0.25,0.208339816,0,0.774096769,0.000428086,,,,,,
8692,0.029411765,0.008132348,0.44758272,0.031727726,0.004836098,0.00066225,0.000394207,0.657236177,0,0.023809524,0.157894737,0.26227758,1.34E-06,0.241425962,0.25,0.083709351,0,0.202561273,0.0074013,,,,,,
8693,0.098039216,0.016852171,0.546442739,0.009932119,0.016621296,0.00223019,0.000127623,0.741170665,0,0.079365079,0.263157895,0.651511136,1.02E-05,0.082537161,0.25,0.182355687,0,0.193896904,0.00039563,,,,,,
8694,0.107843137,0.262717497,0.699505415,0.020442831,0.020428452,0.728950574,0.000151257,0.847287168,0,0.087301587,0.578947368,0.304406662,1.81E-05,0.097686091,0.25,0.418702349,0.067083982,0.841576973,0.001762309,,,,,,
8695,0.098039216,0.010394543,0.514339243,0.085556204,0.024110842,0.003460565,1.35E-15,0.714947012,0,0.079365079,0.210526316,0.738293614,9.94E-07,0.080516317,0.25,0.145791193,0,0.577319824,0.000249161,,,,,,
8699,0.117647059,0.023395097,0.597406705,0.045478577,0.100848536,0.004279175,0.001578265,0.778790798,0,0.095238095,0.421052632,0.605305659,1.02E-05,0.067436202,0.25,0.25704061,0.168756931,0.888960115,0.000419708,,,,,,
8700,0.117647059,0.018282303,0.540676318,0.032625573,0.040074467,0.002838615,0.000287189,0.734802735,0,0.095238095,0.315789474,0.74455634,4.48E-06,0.0672446,0.25,0.183133655,0,0.204901909,0.000183241,,,,,,
8701,0.098039216,0.022454389,0.53926045,0.014724287,0.079731133,0.038224621,4.77E-05,0.734614752,0,0.079365079,0.263157895,0.651961834,2.32E-05,0.080516317,0.25,0.16819667,0,0.382639543,0.000317627,,,,,,
8704,0.107843137,0.037739983,0.601243719,0.020354032,0.049445995,0.002859835,0.000278901,0.781986512,0,0.087301587,0.421052632,0.60424009,1.87E-05,0.073473703,0.25,0.269954878,0,0.504706252,0.000327638,,,,,,
8705,0.098039216,0.01358281,0.569233484,0.014724287,0.007995203,0.004034563,4.77E-05,0.758230138,0,0.079365079,0.421052632,0.550366746,6.90E-07,0.082074764,0.25,0.215497122,0,0.581115041,0.000755298,,,,,,
8706,0.009803922,0.002452076,0.372155371,0.014724287,0.000122162,0.000519158,4.77E-05,0.583382287,0,0.007936508,0.052631579,0.140046054,0,0.494283975,0.5,0.047144858,2.79E-05,0.366013404,0.030800202,,,,,,
8707,0.107843137,0.012537331,0.549029816,0.019600817,0.02019298,0.003576641,0.000200911,0.742134079,0,0.087301587,0.368421053,0.634151296,8.12E-06,0.073672264,0.25,0.186089933,0,0.184641727,0.000436779,,,,,,
8708,0.098039216,0.00894696,0.500633547,0.009384971,0.041940265,0.001162695,5.46E-05,0.702822097,0,0.079365079,0.263157895,0.733192297,1.27E-06,0.080516317,0.25,0.124319278,0,0.751198121,0.000196285,,,,,,
8709,0.098039216,0.024295612,0.567449418,0.010048183,0.0163578,0.005794809,0.000141398,0.757525201,0,0.079365079,0.315789474,0.639247806,1.75E-05,0.08140902,0.25,0.214874747,0,0.719952877,0.000278785,,,,,,
8717,0.107843137,0.012338177,0.550738789,0.06021758,0.044547955,0.002989282,8.97E-05,0.743379468,0,0.087301587,0.421052632,0.621592486,4.83E-06,0.077763818,0.5,0.187645869,0,0.379115476,0.000518089,,,,,,
8718,0.098039216,0.013028807,0.547285719,0.008375326,0.033774567,0.003375148,8.89E-05,0.740794699,0,0.079365079,0.315789474,0.637365234,1.57E-05,0.080516317,0.25,0.188268243,0,0.163886457,0.000337008,,,,,,
8719,0.098039216,0.013524236,0.549655995,0.008375326,0.008469269,0.00404518,8.89E-05,0.743308974,0.076335878,0.079365079,0.368421053,0.604168918,8.27E-06,0.082284555,0.25,0.181422125,0,0.163886457,0.000400671,,,,,,
8724,0.029411765,0.003517133,0.412693514,0.019863068,0.000408104,0.000720291,0.000192967,0.624832577,0,0.023809524,0.157894737,0.383884087,0,0.241425962,0.25,0.062548623,0.038625085,0.879820498,0.003830439,,,,,,
8728,0.12745098,0.030320783,0.608111101,0.03996197,0.067544362,0.010058871,0.000243159,0.786615598,0,0.103174603,0.473684211,0.622392664,2.58E-06,0.060813096,0.25,0.274933873,0.001579029,0.383199111,0.000411435,,,,,,
8729,0.098039216,0.014025896,0.552171613,0.012101747,0.023665826,0.004194956,8.59E-05,0.745400287,0,0.079365079,0.368421053,0.586019502,4.24E-06,0.085872533,0.25,0.189824179,0.073254635,0.83995424,0.000564014,,,,,,
8730,0.098039216,0.026272604,0.559300609,0.012101747,0.018547681,0.030342589,8.59E-05,0.750287849,0,0.079365079,0.315789474,0.614415893,4.72E-06,0.082188106,0.25,0.206783881,0,0.636594497,0.000510797,,,,,,
8732,0.098039216,0.140482697,0.631936192,0.009989577,0.015301936,0.355017528,5.58E-05,0.802594168,0.090076336,0.079365079,0.368421053,0.467911201,7.00E-06,0.096289887,0.25,0.298739692,0,0.188721057,0.000457034,,,,,,
8734,0.098039216,0.035527839,0.575534034,0.008412281,0.040440455,0.062290354,0.000462075,0.762530254,0,0.079365079,0.368421053,0.598575493,1.50E-05,0.080516317,0.5,0.222032052,0,0.493764341,0.000473476,,,,,,
8735,0.117647059,0.02711046,0.625795517,0.043458616,0.036971549,0.017323138,0.001980176,0.799586437,0,0.095238095,0.473684211,0.543624945,1.14E-05,0.067768064,0.5,0.304341061,0.005019585,0.639036598,0.000693541,,,,,,
8737,0.019607843,0.004658082,0.409198053,0.042200895,0.000114953,0.001770113,0.000117347,0.620532462,0,0.015873016,0.105263158,0.215726148,0,0.325711966,0.25,0.060370313,0,0.372778398,0.012557759,,,,,,
8739,0.107843137,0.008900326,0.502122086,0.031996003,0.015574101,0.003179639,0.000155643,0.702986583,0,0.087301587,0.263157895,0.720896659,0,0.077670296,0.25,0.137233546,0.035214571,0.846350807,0.000261903,,,,,,
8742,0.098039216,0.025459957,0.581260486,0.011257221,0.020908058,0.004061431,7.80E-05,0.767441314,0.082442748,0.079365079,0.421052632,0.552980724,2.36E-05,0.085075741,0.25,0.239769721,0,0.687907096,0.000473978,,,,,,
8743,0.147058824,0.02084859,0.599184715,0.060487199,0.019153401,0.004367684,0.000665828,0.780835115,0,0.119047619,0.526315789,0.695907595,3.02E-06,0.054380309,0.25,0.24879415,0,0.372752566,0.000234837,,,,,,
8744,0.12745098,0.035534132,0.582740546,0.05922561,0.028001783,0.062836028,0.002414709,0.767770285,0,0.103174603,0.421052632,0.682412828,1.49E-06,0.061340432,0.25,0.230278513,0,0.627518776,0.000227047,,,,,,
8745,0.107843137,0.018456562,0.565501843,0.028389069,0.047823273,0.003147086,0.000163861,0.75552788,0,0.087301587,0.421052632,0.610670972,1.16E-05,0.075033764,0.25,0.203672009,0.044811022,0.744623955,0.000442334,,,,,,
